VFB_ID	external_ID	cell_types
VFB_0010004s	7702	['alpha/beta surface/core Kenyon cell']
VFB_0010004t	7734	['adult gamma Kenyon cell']
VFB_0010004u	7806	['adult gamma Kenyon cell']
VFB_0010005a	8190	['adult gamma Kenyon cell']
VFB_0010005b	8218	['adult gamma Kenyon cell']
VFB_0010004z	8142	['gamma main Kenyon cell']
VFB_0010005g	8302	['adult gamma Kenyon cell']
VFB_0010005h	8306	['adult gamma Kenyon cell']
VFB_0010005i	8322	"[""alpha'/beta' middle Kenyon cell""]"
VFB_0010005j	8342	['adult gamma Kenyon cell']
VFB_0010005c	8238	['adult gamma Kenyon cell']
VFB_0010005d	8242	['adult gamma Kenyon cell']
VFB_0010005e	8250	['adult gamma Kenyon cell']
VFB_0010005f	8290	"[""alpha'/beta' anterior-posterior Kenyon cell""]"
VFB_0010005o	8646	['adult gamma Kenyon cell']
VFB_0010005p	8654	['adult gamma Kenyon cell']
VFB_0010005q	8706	['adult gamma Kenyon cell']
VFB_0010005r	8726	['adult gamma Kenyon cell']
VFB_0010005k	8382	['adult gamma Kenyon cell']
VFB_0010005l	8494	['adult gamma Kenyon cell']
VFB_0010005m	8538	['adult gamma Kenyon cell']
VFB_0010005n	8638	['adult gamma Kenyon cell']
VFB_0010005w	9178	['adult gamma Kenyon cell']
VFB_0010005x	9210	['gamma main Kenyon cell']
VFB_0010005y	9254	"[""alpha'/beta' middle Kenyon cell""]"
VFB_0010005z	9294	"[""alpha'/beta' middle Kenyon cell""]"
VFB_0010005s	8750	['adult gamma Kenyon cell']
VFB_0010005t	8902	['adult gamma Kenyon cell']
VFB_0010005u	8938	['adult gamma Kenyon cell']
VFB_0010005v	8958	['adult gamma Kenyon cell']
VFB_0010006a	9374	['adult gamma Kenyon cell']
VFB_0010006b	9394	['adult gamma Kenyon cell']
VFB_0010006c	9410	['adult gamma Kenyon cell']
VFB_0010002d	3491416	['zone A Johnston organ neuron type 2']
VFB_0010002e	3491533	['zone A Johnston organ neuron type 2']
VFB_0010002f	3502670	['zone A Johnston organ neuron type 2']
VFB_0010002g	3504256	['zone A Johnston organ neuron type 1']
VFB_0010002a	3487462	['zone A Johnston organ neuron type 2']
VFB_0010002b	3488976	['zone A Johnston organ neuron type 2']
VFB_0010002c	3490054	['zone A Johnston organ neuron type 1']
VFB_0010002l	3529301	['zone A Johnston organ neuron type 2']
VFB_0010002m	3531049	['zone A Johnston organ neuron type 1']
VFB_0010002n	3538466	['zone B Johnston organ neuron type 2']
VFB_0010002o	3555162	['zone A Johnston organ neuron type 2']
VFB_0010002h	3506478	['zone A Johnston organ neuron type 1']
VFB_0010002i	3515963	['zone A Johnston organ neuron type 1']
VFB_0010002j	3516673	['zone A Johnston organ neuron type 1']
VFB_0010002k	3517017	['zone A Johnston organ neuron type 2']
VFB_0010002t	3581009	['zone B Johnston organ neuron type 1']
VFB_0010002u	3581020	['zone B Johnston organ neuron type 2']
VFB_0010002v	3630644	['zone B Johnston organ neuron type 3']
VFB_0010002w	3639511	['zone B Johnston organ neuron type 4']
VFB_0010002p	3563320	['zone B Johnston organ neuron type 2']
VFB_0010002q	3571801	['zone A Johnston organ neuron type 2']
VFB_0010002r	3579164	['zone B Johnston organ neuron type 3']
VFB_0010002s	3580997	['zone B Johnston organ neuron type 1']
VFB_0010002x	3642969	['zone B Johnston organ neuron type 2']
VFB_0010002y	3652095	['zone B Johnston organ neuron type 2']
VFB_0010002z	3653474	['zone B Johnston organ neuron type 4']
VFB_0010003e	3675673	['zone B Johnston organ neuron type 3']
VFB_0010003f	3693844	['zone B Johnston organ neuron type 1']
VFB_0010003g	3704262	['zone B Johnston organ neuron type 1']
VFB_0010003h	3743875	['zone B Johnston organ neuron type 4']
VFB_0010003a	3654886	['zone B Johnston organ neuron type 4']
VFB_0010003b	3656399	['zone B Johnston organ neuron type 1']
VFB_0010003c	3671778	['zone B Johnston organ neuron type 1']
VFB_0010003d	3674078	['zone B Johnston organ neuron type 1']
VFB_0010003m	3749227	['zone B Johnston organ neuron type 1']
VFB_0010003n	3750066	['antennal mechanosensory and motor center B1 projection neuron']
VFB_0010003o	3760675	['antennal mechanosensory and motor center B1 projection neuron']
VFB_0010003p	3760679	['antennal mechanosensory and motor center B1 projection neuron']
VFB_0010003i	3746370	['zone B Johnston organ neuron type 1']
VFB_0010003j	3747723	['zone A Johnston organ neuron type 1']
VFB_0010003k	3748235	['zone B Johnston organ neuron type 2']
VFB_0010003l	3748800	['zone B Johnston organ neuron type 2']
VFB_0010003u	6510	['adult gamma Kenyon cell']
VFB_0010003v	6582	['adult gamma Kenyon cell']
VFB_0010003w	6618	['adult gamma Kenyon cell']
VFB_0010003x	6630	['adult gamma Kenyon cell']
VFB_0010003q	3760683	['antennal mechanosensory and motor center B1 projection neuron']
VFB_0010003r	14809659	['adult lateral horn PV4c2 neuron']
VFB_0010003t	14003783	['adult uniglomerular projection neuron VP5+SEZ adPN']
VFB_0010004a	6838	['adult gamma Kenyon cell']
VFB_0010003y	6662	['adult gamma Kenyon cell']
VFB_0010003z	6762	['adult gamma Kenyon cell']
VFB_0010000b	3109296	['zone B Johnston organ neuron type 3']
VFB_0010000c	3123085	['zone B Johnston organ neuron type 3']
VFB_0010000d	3129714	['zone B Johnston organ neuron type 4']
VFB_0010000e	3129720	['zone B Johnston organ neuron type 4']
VFB_0010000a	3095992	['zone B Johnston organ neuron type 2']
VFB_0010000j	3170487	['zone B Johnston organ neuron type 4']
VFB_0010000k	3171269	['zone B Johnston organ neuron type 4']
VFB_0010000l	3172961	['zone B Johnston organ neuron type 3']
VFB_0010000m	3178473	['zone B Johnston organ neuron type 4']
VFB_0010000f	3129725	['zone B Johnston organ neuron type 4']
VFB_0010000g	3149051	['zone B Johnston organ neuron type 1']
VFB_0010000h	3164346	['zone B Johnston organ neuron type 4']
VFB_0010000i	3169611	['zone B Johnston organ neuron type 3']
VFB_0010000r	3216944	['zone A Johnston organ neuron type 2']
VFB_0010000s	3224320	['zone A Johnston organ neuron type 2']
VFB_0010000t	3252871	['zone A Johnston organ neuron type 2']
VFB_0010000u	3265380	['zone A Johnston organ neuron type 2']
VFB_0010000n	3186832	['zone B Johnston organ neuron type 4']
VFB_0010000o	3187712	['zone B Johnston organ neuron type 1']
VFB_0010000p	3188032	['zone B Johnston organ neuron type 4']
VFB_0010000q	3188524	['zone A Johnston organ neuron type 2']
VFB_0010000z	3379262	['zone A Johnston organ neuron type 1']
VFB_0010000v	3278280	['antennal mechanosensory and motor center B1 projection neuron']
VFB_0010000w	3351842	['zone A Johnston organ neuron type 2']
VFB_0010000x	3353939	['zone A Johnston organ neuron type 1']
VFB_0010000y	3354422	['zone A Johnston organ neuron type 2']
VFB_0010001c	3403100	['zone B Johnston organ neuron type 2']
VFB_0010001d	3410761	['zone B Johnston organ neuron type 2']
VFB_0010001e	3410772	['zone A Johnston organ neuron type 2']
VFB_0010001f	3423628	['zone A Johnston organ neuron type 2']
VFB_0010001a	3387407	['zone B Johnston organ neuron type 3']
VFB_0010001b	3402380	['zone B Johnston organ neuron type 2']
VFB_0010001k	3445359	['zone A Johnston organ neuron type 3']
VFB_0010001l	3446283	['zone A Johnston organ neuron type 2']
VFB_0010001m	3447303	['zone A Johnston organ neuron type 2']
VFB_0010001n	3449992	['zone A Johnston organ neuron type 1']
VFB_0010001g	3425912	['zone A Johnston organ neuron type 2']
VFB_0010001h	3428621	['zone A Johnston organ neuron type 2']
VFB_0010001i	3439547	['zone A Johnston organ neuron type 3']
VFB_0010001j	3441502	['zone A Johnston organ neuron type 2']
VFB_0010001s	3468150	['zone A Johnston organ neuron type 2']
VFB_0010001t	3469424	['zone A Johnston organ neuron type 2']
VFB_0010001u	3470123	['zone A Johnston organ neuron type 2']
VFB_0010001v	3475003	['zone A Johnston organ neuron type 2']
VFB_0010001o	3458430	['zone A Johnston organ neuron type 1']
VFB_0010001p	3458576	['zone B Johnston organ neuron type 2']
VFB_0010001q	3458820	['zone A Johnston organ neuron type 1']
VFB_0010001r	3459185	['zone A Johnston organ neuron type 1']
VFB_0010001w	3476053	['zone A Johnston organ neuron type 2']
VFB_0010001x	3477376	['zone A Johnston organ neuron type 1']
VFB_0010001y	3477673	['zone B Johnston organ neuron type 2']
VFB_0010001z	3485838	['zone A Johnston organ neuron type 2']
VFB_001001ct	11010591	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001cu	11010664	['adult gamma Kenyon cell']
VFB_001001cv	11010756	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001cw	11010864	['adult gamma Kenyon cell']
VFB_001001cp	11008876	['alpha/beta Kenyon cell']
VFB_001001cq	11010263	['adult gamma Kenyon cell']
VFB_001001cr	11010368	['adult gamma Kenyon cell']
VFB_001001cs	11010480	['adult gamma Kenyon cell']
VFB_001001cx	11011021	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001cy	11013046	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001cz	11016629	['alpha/beta Kenyon cell']
VFB_001001de	11064994	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001df	11069337	['adult gamma Kenyon cell']
VFB_001001dg	11069575	['alpha/beta Kenyon cell']
VFB_001001dh	11071027	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001da	11032524	['adult gamma Kenyon cell']
VFB_001001db	11032626	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001dc	11061819	['adult gamma Kenyon cell']
VFB_001001dd	11064800	['adult gamma Kenyon cell']
VFB_001001dm	11081134	['adult gamma Kenyon cell']
VFB_001001dn	11082821	['adult gamma Kenyon cell']
VFB_001001do	11523565	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001dp	11543538	['adult gamma Kenyon cell']
VFB_001001di	11071291	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001dj	11071462	['adult gamma Kenyon cell']
VFB_001001dk	11071922	['alpha/beta Kenyon cell']
VFB_001001dl	11076191	['adult gamma Kenyon cell']
VFB_001001dq	1191261	['octopaminergic VPM4 neuron']
VFB_001001dr	1329078	['octopaminergic VPM3 neuron']
VFB_001001ar	10905861	['adult gamma Kenyon cell']
VFB_001001c4	10982540	['alpha/beta Kenyon cell']
VFB_001001as	10906749	['alpha/beta Kenyon cell']
VFB_001001c5	10983548	['adult gamma Kenyon cell']
VFB_001001at	10910267	['adult gamma Kenyon cell']
VFB_001001c6	10983945	['adult gamma Kenyon cell']
VFB_001001au	10910733	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001c7	10984384	['adult gamma Kenyon cell']
VFB_001001an	10904255	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001c0	10981255	['alpha/beta Kenyon cell']
VFB_001001ao	10904694	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001c1	10981304	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001ap	10904703	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001c2	10981608	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001aq	10904863	['adult gamma Kenyon cell']
VFB_001001c3	10982200	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001az	10917939	['adult gamma Kenyon cell']
VFB_001001av	10911874	['adult gamma Kenyon cell']
VFB_001001c8	10986053	['adult gamma Kenyon cell']
VFB_001001aw	10913827	['adult gamma Kenyon cell']
VFB_001001c9	10988649	['adult gamma Kenyon cell']
VFB_001001ax	10914558	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001ay	10914916	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001bc	10941597	['adult gamma Kenyon cell']
VFB_001001bd	10941785	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001be	10941904	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001bf	10941908	['alpha/beta Kenyon cell']
VFB_001001ba	10936554	['alpha/beta Kenyon cell']
VFB_001001bb	10937711	['adult gamma Kenyon cell']
VFB_001001bk	10948024	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001bl	10948062	['adult gamma Kenyon cell']
VFB_001001bm	10954660	['adult gamma Kenyon cell']
VFB_001001bn	10955890	['alpha/beta Kenyon cell']
VFB_001001d0	11016636	['alpha/beta Kenyon cell']
VFB_001001bg	10941936	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001bh	10943437	['alpha/beta Kenyon cell']
VFB_001001bi	10945427	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001bj	10946415	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001bs	10958111	['adult gamma Kenyon cell']
VFB_001001d5	11031256	['alpha/beta Kenyon cell']
VFB_001001bt	10965963	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001d6	11031840	['alpha/beta Kenyon cell']
VFB_001001bu	10966319	['adult gamma Kenyon cell']
VFB_001001d7	11032055	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001bv	10966666	['adult gamma Kenyon cell']
VFB_001001d8	11032165	['adult gamma Kenyon cell']
VFB_001001bo	10956215	['adult gamma Kenyon cell']
VFB_001001d1	11016690	['alpha/beta Kenyon cell']
VFB_001001bp	10956626	['adult gamma Kenyon cell']
VFB_001001d2	11017377	['alpha/beta Kenyon cell']
VFB_001001bq	10956660	['alpha/beta Kenyon cell']
VFB_001001d3	11024674	['adult gamma Kenyon cell']
VFB_001001br	10956841	['alpha/beta Kenyon cell']
VFB_001001d4	11025723	['adult gamma Kenyon cell']
VFB_001001bw	10970174	['alpha/beta Kenyon cell']
VFB_001001d9	11032333	['adult gamma Kenyon cell']
VFB_001001bx	10971031	['alpha/beta Kenyon cell']
VFB_001001by	10981012	['alpha/beta Kenyon cell']
VFB_001001bz	10981186	['adult gamma Kenyon cell']
VFB_001001cd	10993793	['adult gamma Kenyon cell']
VFB_001001ce	10994511	['alpha/beta Kenyon cell']
VFB_001001cf	10997121	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001cg	11002514	['adult gamma Kenyon cell']
VFB_001001ca	10988802	['alpha/beta Kenyon cell']
VFB_001001cb	10989256	['adult gamma Kenyon cell']
VFB_001001cc	10993093	['alpha/beta Kenyon cell']
VFB_001001cl	11006572	['adult gamma Kenyon cell']
VFB_001001cm	11006887	['alpha/beta Kenyon cell']
VFB_001001cn	11007068	['alpha/beta Kenyon cell']
VFB_001001co	11007307	['adult gamma Kenyon cell']
VFB_001001ch	11002558	['alpha/beta Kenyon cell']
VFB_001001ci	11002646	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001cj	11003486	['adult gamma Kenyon cell']
VFB_001001ck	11006266	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001a2	10845603	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001a3	10846402	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001a4	10846924	['alpha/beta Kenyon cell']
VFB_001001a5	10851177	['alpha/beta Kenyon cell']
VFB_001001a0	10838449	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001a1	10845159	['adult gamma Kenyon cell']
VFB_001001a6	10855369	['adult gamma Kenyon cell']
VFB_001001a7	10856522	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001a8	10856809	['alpha/beta Kenyon cell']
VFB_001001a9	10857486	['adult gamma Kenyon cell']
VFB_001001b3	10924278	['adult gamma Kenyon cell']
VFB_001001b4	10925874	['alpha/beta Kenyon cell']
VFB_001001b5	10929516	['alpha/beta Kenyon cell']
VFB_001001b6	10929768	['adult gamma Kenyon cell']
VFB_001001b0	10919342	['alpha/beta Kenyon cell']
VFB_001001b1	10919742	['adult gamma Kenyon cell']
VFB_001001b2	10920814	['alpha/beta Kenyon cell']
VFB_001001b7	10930092	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001b8	10932210	['alpha/beta Kenyon cell']
VFB_001001b9	10935166	['adult gamma Kenyon cell']
VFB_001001ab	10874547	['adult gamma Kenyon cell']
VFB_001001ac	10880465	['adult gamma Kenyon cell']
VFB_001001ad	10883232	['adult gamma Kenyon cell']
VFB_001001ae	10883867	['adult gamma Kenyon cell']
VFB_001001aa	10874516	['adult Kenyon cell']
VFB_001001aj	10890503	['alpha/beta Kenyon cell']
VFB_001001ak	10893384	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001001al	10895884	['alpha/beta Kenyon cell']
VFB_001001am	10896809	['alpha/beta Kenyon cell']
VFB_001001af	10884492	['adult gamma Kenyon cell']
VFB_001001ag	10885272	['adult gamma Kenyon cell']
VFB_001001ah	10890313	['adult gamma Kenyon cell']
VFB_001001ai	10890430	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010149h	3443595	['adult neuron']
VFB_0010149i	3503851	['mushroom body output neuron 29']
VFB_0010149j	3507280	['adult neuron']
VFB_0010149k	3546280	['adult neuron']
VFB_0010149d	3336466	['adult neuron']
VFB_0010149e	3336470	['adult neuron']
VFB_0010149f	3341870	['adult neuron']
VFB_0010149g	3350576	['adult neuron']
VFB_0010149p	3546385	['adult neuron']
VFB_0010149q	3580588	['mushroom body output neuron 19']
VFB_0010149r	3583714	['adult neuron']
VFB_0010149s	3584772	['adult neuron']
VFB_0010149l	3546288	['adult neuron']
VFB_0010149m	3546305	['adult neuron']
VFB_0010149n	3546325	['adult neuron']
VFB_0010149o	3546329	['adult neuron']
VFB_0010149x	3643164	['mushroom body output neuron 19']
VFB_0010149y	3643424	['PAM01 feedback neuron']
VFB_0010149z	3648551	['adult neuron']
VFB_0010149t	3586071	['mushroom body output neuron 32']
VFB_0010149u	3597226	['adult neuron']
VFB_0010149v	3615116	['adult neuron']
VFB_0010149w	3639761	['PAM01 feedback neuron']
VFB_0010147f	3078023	['adult neuron']
VFB_0010147g	3078625	['adult neuron']
VFB_0010147h	3078904	['adult neuron']
VFB_0010147i	3078932	['adult neuron']
VFB_0010147b	3077689	['adult neuron']
VFB_0010147c	3077742	['adult neuron']
VFB_0010147d	3077939	['adult neuron']
VFB_0010147e	3077965	['adult neuron']
VFB_0010147n	3079348	['adult neuron']
VFB_0010147o	3079369	['adult neuron']
VFB_0010147p	3079451	['adult neuron']
VFB_0010147q	3079894	['adult lateral horn PD2c1 neuron']
VFB_0010147j	3079205	['adult neuron']
VFB_0010147k	3079235	['adult neuron']
VFB_0010147l	3079263	['adult neuron']
VFB_0010147m	3079280	['adult neuron']
VFB_0010147v	3084733	['adult neuron']
VFB_0010147w	3084758	['adult neuron']
VFB_0010147x	3085788	['adult neuron']
VFB_0010147y	3085805	['adult neuron']
VFB_0010147r	3080040	['adult neuron']
VFB_0010147s	3080050	['adult neuron']
VFB_0010147t	3080426	['adult neuron']
VFB_0010147u	3084067	['adult neuron']
VFB_0010148a	3086468	['adult neuron']
VFB_0010148b	3086868	['mushroom body output neuron 35']
VFB_0010147z	3085828	['adult neuron']
VFB_0010148g	3102226	['adult neuron']
VFB_0010148h	3102527	['adult neuron']
VFB_0010148i	3102897	['adult neuron']
VFB_0010148j	3102957	['adult neuron']
VFB_0010148c	3091438	['adult neuron']
VFB_0010148d	3095038	['adult neuron']
VFB_0010148e	3102108	['adult neuron']
VFB_0010148f	3102113	['adult neuron']
VFB_0010148o	3107882	['adult neuron']
VFB_0010148p	3110029	['adult neuron']
VFB_0010148q	3111192	['adult neuron']
VFB_0010148r	3111228	['adult neuron']
VFB_0010148k	3105448	['adult neuron']
VFB_0010148l	3106997	['adult neuron']
VFB_0010148m	3107104	['adult neuron']
VFB_0010148n	3107397	['adult neuron']
VFB_0010148w	3134936	['PAM01 neuron of upper MB commissure']
VFB_0010148x	3143746	['PAM01 neuron of ventral MB commissure']
VFB_0010148y	3183911	['adult neuron']
VFB_0010148z	3205031	['adult neuron']
VFB_0010148s	3111463	['adult neuron']
VFB_0010148t	3112284	['adult neuron']
VFB_0010148u	3112690	['adult neuron']
VFB_0010148v	3134190	['dopaminergic PAM neuron 1']
VFB_0010149a	3275466	['adult neuron']
VFB_0010149b	3294837	['adult neuron']
VFB_0010149c	3307445	['adult neuron']
VFB_0010145d	2719996	['adult neuron']
VFB_0010145e	2720102	['adult lateral horn AD1c2 neuron']
VFB_0010145f	2720107	['adult neuron']
VFB_0010145g	2736384	['adult neuron']
VFB_0010145a	2674831	['adult neuron']
VFB_0010145b	2675379	['adult neuron']
VFB_0010145c	2699293	['mushroom body output neuron 1']
VFB_0010145l	2850408	['adult neuron']
VFB_0010145m	2850491	['adult neuron']
VFB_0010145n	2916531	['adult neuron']
VFB_0010145o	2916537	['adult neuron']
VFB_0010145h	2791811	['adult neuron']
VFB_0010145i	2792588	['adult neuron']
VFB_0010145j	2816120	['adult subesophageal zone output neuron']
VFB_0010145k	2842637	['adult neuron']
VFB_0010145t	2950081	['adult neuron']
VFB_0010145u	2956363	['adult neuron']
VFB_0010145v	2969226	['adult neuron']
VFB_0010145w	2969237	['adult neuron']
VFB_0010145p	2916542	['adult neuron']
VFB_0010145q	2931393	['mushroom body output neuron 15']
VFB_0010145r	2932647	['adult neuron']
VFB_0010145s	2934324	['adult neuron']
VFB_0010145x	2982093	['adult neuron']
VFB_0010145y	2982099	['adult neuron']
VFB_0010145z	2991284	['adult neuron']
VFB_0010146e	3032891	['mushroom body output neuron 30']
VFB_0010146f	3037426	['mushroom body output neuron 9']
VFB_0010146g	3038331	['adult neuron']
VFB_0010146h	3055426	['mushroom body output neuron 8']
VFB_0010146a	2998093	['adult neuron']
VFB_0010146b	3020395	['adult neuron']
VFB_0010146c	3025479	['PAM01 neuron of ventral MB commissure']
VFB_0010146d	3026119	['PAM01 neuron of ventral MB commissure']
VFB_0010146m	3074686	['adult neuron']
VFB_0010146n	3074917	['adult neuron']
VFB_0010146o	3075063	['adult lateral horn AD1b6 neuron']
VFB_0010146p	3075217	['adult neuron']
VFB_0010146i	3074013	['adult neuron']
VFB_0010146j	3074068	['adult neuron']
VFB_0010146k	3074089	['adult neuron']
VFB_0010146l	3074593	['adult neuron']
VFB_0010146u	3075959	['adult neuron']
VFB_0010146v	3076260	['adult neuron']
VFB_0010146w	3076383	['adult neuron']
VFB_0010146x	3076618	['adult neuron']
VFB_0010146q	3075536	['adult neuron']
VFB_0010146r	3075544	['adult neuron']
VFB_0010146s	3075656	['adult neuron']
VFB_0010146t	3075690	['adult subesophageal zone output neuron']
VFB_0010147a	3077625	['adult neuron']
VFB_0010146y	3076815	['adult subesophageal zone output neuron']
VFB_0010146z	3077618	['adult neuron']
VFB_0010143b	1932356	['adult neuron']
VFB_0010143c	1933033	['adult neuron']
VFB_0010143d	1933256	['adult neuron']
VFB_0010143e	1934923	['adult neuron']
VFB_0010143a	1920529	['adult neuron']
VFB_0010143j	1970606	['adult lateral horn PV7c1 neuron']
VFB_0010143k	1992387	['adult neuron']
VFB_0010143l	1995095	['adult neuron']
VFB_0010143m	2024011	['adult neuron']
VFB_0010143f	1936120	['adult lateral horn PD2a5 neuron']
VFB_0010143g	1943507	['adult neuron']
VFB_0010143h	1943924	['adult neuron']
VFB_0010143i	1945705	['adult lateral horn PD2a7 neuron']
VFB_0010143r	2120177	['mushroom body output neuron 11']
VFB_0010143s	2124538	['adult neuron']
VFB_0010143t	2133118	['adult neuron']
VFB_0010143u	2139479	['adult neuron']
VFB_0010143n	2047332	['adult neuron']
VFB_0010143o	2062703	['mushroom body output neuron 23']
VFB_0010143p	2106411	['dopaminergic PPL1 neuron 2']
VFB_0010143q	2110119	['adult neuron']
VFB_0010143z	2236492	['adult neuron']
VFB_0010143v	2142915	['adult neuron']
VFB_0010143w	2144424	['adult neuron']
VFB_0010143x	2160773	['adult neuron']
VFB_0010143y	2173638	['adult neuron']
VFB_0010144c	2237100	['adult neuron']
VFB_0010144d	2249156	['adult neuron']
VFB_0010144e	2250960	['adult neuron']
VFB_0010144f	2262342	['adult subesophageal zone output neuron']
VFB_0010144a	2236828	['adult neuron']
VFB_0010144b	2236897	['adult neuron']
VFB_0010144k	2265731	['adult neuron']
VFB_0010144l	2293616	['adult neuron']
VFB_0010144m	2293621	['adult neuron']
VFB_0010144n	2294141	['adult neuron']
VFB_0010144g	2263284	['adult neuron']
VFB_0010144h	2265099	['adult neuron']
VFB_0010144i	2265448	['adult neuron']
VFB_0010144j	2265555	['adult neuron']
VFB_0010144s	2416734	['adult neuron']
VFB_0010144t	2425528	['adult neuron']
VFB_0010144u	2434711	['adult superior lateral protocerebrum gustatory projection neuron 1']
VFB_0010144v	2451082	['adult neuron']
VFB_0010144o	2298586	['adult neuron']
VFB_0010144p	2360874	['adult neuron']
VFB_0010144q	2375064	['adult neuron']
VFB_0010144r	2404179	['adult neuron']
VFB_0010144w	2531588	['adult neuron']
VFB_0010144x	2561794	['adult subesophageal zone output neuron']
VFB_0010144y	2611468	['mushroom body output neuron 4']
VFB_0010144z	2613257	['adult neuron']
VFB_0010141a	1185009	['adult lateral horn PV5e1 neuron']
VFB_0010141b	1211268	['adult neuron']
VFB_0010141c	1276310	['adult neuron']
VFB_0010141h	1310573	['mushroom body output neuron 16']
VFB_0010141i	1311287	['adult neuron']
VFB_0010141j	1312003	['adult lateral horn AD2b1 neuron']
VFB_0010141k	1318702	['adult neuron']
VFB_0010141d	1298573	['adult lateral horn PV5a2 neuron']
VFB_0010141e	1298683	['adult neuron']
VFB_0010141f	1305588	['mushroom body output neuron 19']
VFB_0010141g	1307939	['adult neuron']
VFB_0010141p	1385339	['mushroom body output neuron 6']
VFB_0010141q	1567421	['mushroom body output neuron 2']
VFB_0010141r	1573775	['mushroom body output neuron 21']
VFB_0010141s	1576584	['adult subesophageal zone output neuron']
VFB_0010141l	1322907	['mushroom body output neuron 17']
VFB_0010141m	1356457	['adult neuron']
VFB_0010141n	1360012	['mushroom body output neuron 2']
VFB_0010141o	1363308	['adult neuron']
VFB_0010141x	1613298	['adult neuron']
VFB_0010141y	1619887	['mushroom body output neuron 29']
VFB_0010141z	1627852	['adult neuron']
VFB_0010141t	1576646	['adult neuron']
VFB_0010141u	1578380	['adult subesophageal zone output neuron']
VFB_0010141v	1605598	['mushroom body output neuron 19']
VFB_0010141w	1606596	['adult neuron']
VFB_0010142a	1641089	['adult neuron']
VFB_0010142b	1641380	['adult neuron']
VFB_0010142c	1641701	['adult neuron']
VFB_0010142d	1650913	['adult neuron']
VFB_0010142i	1671124	['adult neuron']
VFB_0010142j	1671518	['adult neuron']
VFB_0010142k	1683650	['adult neuron']
VFB_0010142l	1687427	['mushroom body output neuron 20']
VFB_0010142e	1651222	['adult neuron']
VFB_0010142f	1651416	['adult neuron']
VFB_0010142g	1651545	['adult neuron']
VFB_0010142h	1670516	['adult neuron']
VFB_0010142q	1876684	['adult neuron']
VFB_0010142r	1876727	['adult neuron']
VFB_0010142s	1876755	['adult neuron']
VFB_0010142t	1876779	['adult neuron']
VFB_0010142m	1856261	['adult neuron']
VFB_0010142n	1875117	['adult neuron']
VFB_0010142o	1875568	['adult neuron']
VFB_0010142p	1876196	['adult neuron']
VFB_0010142y	1917270	['adult neuron']
VFB_0010142z	1919973	['adult neuron']
VFB_0010142u	1876799	['adult neuron']
VFB_0010142v	1878029	['adult neuron']
VFB_0010142w	1906859	['adult lateral horn AD1c2 neuron']
VFB_0010142x	1913313	['adult neuron']
VFB_0010140a	430	['descending neuron of the posterior brain DNp32']
VFB_0010140b	304945	['mushroom body output neuron 12']
VFB_0010140g	551975	['mushroom body output neuron 7']
VFB_0010140h	563383	['mushroom body output neuron 16']
VFB_0010140i	588526	['adult neuron']
VFB_0010140j	625980	['adult neuron']
VFB_0010140c	517628	['mushroom body output neuron 14']
VFB_0010140d	543713	['mushroom body output neuron 14']
VFB_0010140e	546632	['mushroom body output neuron 7']
VFB_0010140f	551939	['adult neuron']
VFB_0010140o	860160	['adult neuron']
VFB_0010140p	870683	['mushroom body output neuron 5']
VFB_0010140q	983054	['adult neuron']
