skid	name	annotations	FBbt_id	FBbt_name	subject_id	subject_name
70406	neuron 70407	right T2 leg nerve (78227), sensory neuron (9131), possible campaniform sensillum (80696), LINKED NEURON - copy of skeleton id 390404 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390421), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010286t	neuron 70407 (FANC:513567)
113846	neuron 99646	right T3 leg nerve (80324), possible campaniform sensillum (80696), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391979 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391993), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028b0	neuron 99646 (FANC:515153)
113889	neuron 113890	right T3 leg nerve (80324), possible campaniform sensillum (80696), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392134 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392148), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028ba	neuron 113890 (FANC:515279)
113580	neuron 99352	right T3 leg nerve (80324), sensory neuron (9131), left-right homologs 9935 & 11715 (204621), LINKED NEURON - copy of skeleton id 390899 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390912), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010288f	neuron 99352 (FANC:514063)
113475	neuron 99461	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 390606 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390618), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287n	neuron 99461 (FANC:513828)
113485	neuron 104196	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 390651 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390663), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287o	neuron 104196 (FANC:513840)
113496	neuron 104201	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 390681 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390694), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287q	neuron 104201 (FANC:513865)
113549	neuron 104206	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 390840 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390853), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287y	neuron 104206 (FANC:513971)
113560	neuron 103696	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 390855 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390867), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287z	neuron 103696 (FANC:513984)
113600	neuron 104218	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391004 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391017), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010288o	neuron 104218 (FANC:514177)
113621	neuron 104228	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391084 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391097), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010288v	neuron 104228 (FANC:514272)
113654	neuron 103730	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391236 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391248), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010289h	neuron 103730 (FANC:514435)
113677	neuron 103748	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391352 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391364), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010289q	neuron 103748 (FANC:514555)
113710	neuron 103014	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391441 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391455), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010289w	neuron 103014 (FANC:514630)
113731	neuron 102762	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391547 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391559), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028a3	neuron 102762 (FANC:514719)
193608	neuron 193609	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391561 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391576), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028a4	neuron 193609 (FANC:514731)
113795	neuron 102880	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391799 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391812), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028ao	neuron 102880 (FANC:514993)
113871	neuron 113872	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392057 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392070), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028b5	neuron 113872 (FANC:515219)
113877	neuron 113878	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392072 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392085), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028b6	neuron 113878 (FANC:515231)
113883	neuron 113884	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392104 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392117), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028b8	neuron 113884 (FANC:515256)
113895	neuron 113896	right T3 leg nerve (80324), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392163 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392175), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028bd	neuron 113896 (FANC:515317)
87358	neuron 87359	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392548 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392562), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028c4	neuron 87359 (FANC:515682)
87365	neuron 87366	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392597 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392610), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028c6	neuron 87366 (FANC:515706)
87372	neuron 87373	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392612 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392625), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028c8	neuron 87373 (FANC:515732)
73203	neuron 73204	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 393248 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393266), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028dr	neuron 73204 (FANC:516465)
73208	neuron 73209	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 393268 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393283), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028dt	neuron 73209 (FANC:516492)
73228	neuron 73229	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 393358 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393370), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028e2	neuron 73229 (FANC:516606)
73233	neuron 73234	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 393372 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393384), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028e4	neuron 73234 (FANC:516632)
73238	neuron 73239	right ventral-3 branch of T2 leg nerve (78594), sensory neuron (9131), LINKED NEURON - copy of skeleton id 393405 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393417), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028e5	neuron 73239 (FANC:516643)
23181	neuron 23182	sensory neuron (9131), enveloping (27824), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389494 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389509), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010285a	neuron 23182 (FANC:512955)
28400	neuron 28401	sensory neuron (9131), enveloping (27824), right T2 leg nerve (78227), LINKED NEURON - copy of skeleton id 394197 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394213), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028fr	neuron 28401 (FANC:517583)
42914	neuron 42915	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387051 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387063), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gk	neuron 42915 (FANC:517949)
42918	neuron 42919	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387065 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387076), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gl	neuron 42919 (FANC:517960)
70058	neuron 70059	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387078 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387090), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010282l	neuron 70059 (FANC:512029)
71595	neuron 71596	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387092 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387103), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gn	neuron 71596 (FANC:517983)
42928	neuron 42929	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387105 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387116), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028go	neuron 42929 (FANC:517994)
42902	neuron 42903	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387118 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387133), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gf	neuron 42903 (FANC:517892)
42906	neuron 42907	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387135 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387146), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gg	neuron 42907 (FANC:517903)
71421	neuron 71422	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387148 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387159), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028fs	neuron 71422 (FANC:517595)
42910	neuron 42911	sensory neuron (9131), left anterior dorsal mesothoracic nerve (76107), LINKED NEURON - copy of skeleton id 387161 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387179), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gi	neuron 42911 (FANC:517926)
189386	neuron 189387	sensory neuron (9131), left haltere nerve (180845), LINKED NEURON - copy of skeleton id 391034 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391048), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010288q	neuron 189387 (FANC:514203)
14561	neuron 14562	sensory neuron (9131), left prosternal nerve (77061), LINKED NEURON - copy of skeleton id 387838 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (387857), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001027zk	neuron 14562 (FANC:510920)
14720	neuron 14721	sensory neuron (9131), left prosternal nerve (77061), LINKED NEURON - copy of skeleton id 388416 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388431), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010281w	neuron 14721 (FANC:511825)
14820	neuron 14821	sensory neuron (9131), left prosternal nerve (77061), LINKED NEURON - copy of skeleton id 388944 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388958), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010283i	neuron 14821 (FANC:512356)
543	neuron 544	sensory neuron (9131), left T1 anterior edge (27443), left T1 posterior edge (27446), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389239 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389256), ventral bifurcator (661980), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010284e	neuron 544 (FANC:512658)
499	neuron 500	sensory neuron (9131), left T1 anterior edge (27443), left T1 posterior edge (27446), left T1 leg nerve (76667), possible hair plate (20947), LINKED NEURON - copy of skeleton id 389086 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389106), possible campaniform sensillum (80696), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010283s	neuron 500 (FANC:512490)
123028	neuron 123029	sensory neuron (9131), left T1 chordotonal nerve (76941), skeleton (66512), LINKED NEURON - copy of skeleton id 662987 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663001), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010290z	neuron 123029 (FANC:664009)
102611	neuron 102612	sensory neuron (9131), left T1 chordotonal nerve (76941), skeleton (66512), LINKED NEURON - copy of skeleton id 663587 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663601), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010292k	neuron 102612 (FANC:664500)
14905	neuron 14906	sensory neuron (9131), left T1 dorsal nerve (76630), LINKED NEURON - copy of skeleton id 389355 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389371), ventrally projecting dorsal nerve sensory neuron (670208), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010284p	neuron 14906 (FANC:512810)
15098	neuron 15099	sensory neuron (9131), left T1 dorsal nerve (76630), LINKED NEURON - copy of skeleton id 390373 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390386), ventrally projecting dorsal nerve sensory neuron (670208), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010286p	neuron 15099 (FANC:513517)
15125	neuron 15126	sensory neuron (9131), left T1 dorsal nerve (76630), LINKED NEURON - copy of skeleton id 390423 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390436), ventrally projecting dorsal nerve sensory neuron (670208), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010286v	neuron 15126 (FANC:513594)
15163	neuron 15164	sensory neuron (9131), left T1 dorsal nerve (76630), LINKED NEURON - copy of skeleton id 390543 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390555), ventrally projecting dorsal nerve sensory neuron (670208), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287e	neuron 15164 (FANC:513715)
28162	neuron 28163	sensory neuron (9131), left T1 dorsal nerve (76630), LINKED NEURON - copy of skeleton id 393328 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393340), ventrally projecting dorsal nerve sensory neuron (670208), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028dy	neuron 28163 (FANC:516554)
25664	neuron 25665	sensory neuron (9131), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 391531 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391545), ventral bifurcator (661980), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028a2	neuron 25665 (FANC:514705)
25766	neuron 25767	sensory neuron (9131), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 391925 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391938), ventral bifurcator (661980), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028aw	neuron 25767 (FANC:515093)
23798	neuron 23799	sensory neuron (9131), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 392208 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392221), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028bi	neuron 23799 (FANC:515380)
20866	neuron 20867	sensory neuron (9131), left T1 leg nerve (76667), possible stretch receptor (229710), LINKED NEURON - copy of skeleton id 388450 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388463), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010281y	neuron 20867 (FANC:511851)
584	neuron 585	sensory neuron (9131), left T1 leg nerve (76667), possible stretch receptor (229710), LINKED NEURON - copy of skeleton id 389390 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389415), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010284r	neuron 585 (FANC:512837)
523	neuron 524	sensory neuron (9131), left T1 posterior edge (27446), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389173 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389189), possible nonoblique campaniform sensillum (229103), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010283z	neuron 524 (FANC:512588)
74548	neuron 74549	sensory neuron (9131), left T2 accessory nerve (76145), LINKED NEURON - copy of skeleton id 390453 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390480), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287b	neuron 74549 (FANC:513675)
69683	neuron 69684	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 386386 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (386399), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001027yh	neuron 69684 (FANC:510380)
69709	neuron 69710	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 386511 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (386525), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001027yj	neuron 69710 (FANC:510430)
72868	neuron 72869	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 391911 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391923), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028av	neuron 72869 (FANC:515081)
75545	neuron 75546	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394333 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394345), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028fy	neuron 75546 (FANC:517678)
75577	neuron 75578	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394393 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394405), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028g2	neuron 75578 (FANC:517728)
75594	neuron 75595	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394407 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394419), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028g3	neuron 75595 (FANC:517740)
75629	neuron 75630	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394525 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394537), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028ga	neuron 75630 (FANC:517831)
75639	neuron 75640	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394554 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394566), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gc	neuron 75640 (FANC:517856)
75657	neuron 75658	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394568 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394580), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gd	neuron 75658 (FANC:517868)
75668	neuron 75669	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394582 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394594), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028ge	neuron 75669 (FANC:517880)
75678	neuron 75679	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394611 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394623), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gj	neuron 75679 (FANC:517937)
75687	neuron 75688	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394625 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394637), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gm	neuron 75688 (FANC:517971)
75720	neuron 75721	sensory neuron (9131), left T2 leg nerve (78667), LINKED NEURON - copy of skeleton id 394654 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394666), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gr	neuron 75721 (FANC:518029)
107371	neuron 107372	sensory neuron (9131), left T3 leg nerve (80322), LINKED NEURON - copy of skeleton id 390759 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390772), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010287t	neuron 107372 (FANC:513908)
107571	neuron 107572	sensory neuron (9131), left T3 leg nerve (80322), LINKED NEURON - copy of skeleton id 391472 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391485), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010289y	neuron 107572 (FANC:514656)
112538	neuron 112539	sensory neuron (9131), left T3 leg nerve (80322), LINKED NEURON - copy of skeleton id 394596 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394609), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028gh	neuron 112539 (FANC:517914)
106056	neuron 106057	sensory neuron (9131), left T3 leg nerve (80322), possible campaniform sensillum (80696), LINKED NEURON - copy of skeleton id 393562 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393575), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028em	neuron 106057 (FANC:517044)
74385	neuron 74386	sensory neuron (9131), left ventral-3 branch of T2 leg nerve (78577), LINKED NEURON - copy of skeleton id 389525 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389539), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010285c	neuron 74386 (FANC:512979)
113632	neuron 100903	sensory neuron (9131), possible campaniform sensillum (80696), right T3 leg nerve (80324), LINKED NEURON - copy of skeleton id 391159 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391172), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010289b	neuron 100903 (FANC:514357)
