skid	name	annotations	FBbt_id	FBbt_name	VFB_id	VFB_name
513840	neuron 104196 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113485 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (513849), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:36 PM (655681), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010287o	neuron 104196 (FANC:513840)
513865	neuron 104201 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113496 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (513875), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:36 PM (655681), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010287q	neuron 104201 (FANC:513865)
513971	neuron 104206 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113549 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (513981), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:36 PM (655681), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010287y	neuron 104206 (FANC:513971)
513984	neuron 103696 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113560 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (513993), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:36 PM (655681), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010287z	neuron 103696 (FANC:513984)
514177	neuron 104218 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113600 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (514187), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:37 PM (655739), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010288o	neuron 104218 (FANC:514177)
514435	neuron 103730 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113654 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (514444), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:37 PM (655739), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010289h	neuron 103730 (FANC:514435)
514555	neuron 103748 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113677 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (514564), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:38 PM (655804), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010289q	neuron 103748 (FANC:514555)
514630	neuron 103014 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113710 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (514641), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:38 PM (655804), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010289w	neuron 103014 (FANC:514630)
514719	neuron 102762 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113731 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (514728), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:38 PM (655804), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028a3	neuron 102762 (FANC:514719)
514993	neuron 102880 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113795 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (515003), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:39 PM (655870), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028ao	neuron 102880 (FANC:514993)
515219	neuron 113872 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113871 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (515228), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:40 PM (655928), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028b5	neuron 113872 (FANC:515219)
515231	neuron 113878 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113877 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (515240), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:40 PM (655928), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028b6	neuron 113878 (FANC:515231)
515256	neuron 113884 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113883 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (515265), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:40 PM (655928), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028b8	neuron 113884 (FANC:515256)
515317	neuron 113896 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 113895 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (515326), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:40 PM (655928), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028bd	neuron 113896 (FANC:515317)
514731	neuron 193609 - elastic transform	skeleton (492337), sensory neuron (492331), right T3 leg nerve (493572), LINKED NEURON - elastic transformation of skeleton id 193608 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (514741), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:38 PM (655804), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028a4	neuron 193609 (FANC:514731)
515682	neuron 87359 - elastic transform	skeleton (492337), sensory neuron (492331), right ventral-3 branch of T2 leg nerve (499993), LINKED NEURON - elastic transformation of skeleton id 87358 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (515691), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:41 PM (655991), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028c4	neuron 87359 (FANC:515682)
547793	haltere sensory neuron - left - R43C10 MCFO D4	tracing from light microscopy (541566), source: https://gen1mcfo.janelia.org/cgi-bin/view_gen1mcfo_imagery.cgi?line=R43C10 (541788), template registration: 200705 elastix 8spacing_100bendingweight_4pts (546544), labeling method: R43C10-Gal4, MCFO (546538), sensory neuron (492331), left haltere nerve (498121), sample identifier: 20190205_63_D4 green channel (548309), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028kb	haltere sensory neuron - left - R43C10 MCFO D4 (FANC:547793)
547802	haltere sensory neuron - right - R43C10 MCFO D4	tracing from light microscopy (541566), source: https://gen1mcfo.janelia.org/cgi-bin/view_gen1mcfo_imagery.cgi?line=R43C10 (541788), template registration: 200705 elastix 8spacing_100bendingweight_4pts (546544), labeling method: R43C10-Gal4, MCFO (546538), sensory neuron (492331), right haltere nerve (494671), sample identifier: 20190205_63_D4 green channel (548309), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_001028kc	haltere sensory neuron - right - R43C10 MCFO D4 (FANC:547802)
664168	neuron 229150 - elastic transform	ventral bifurcator (664177), sensory neuron (492331), skeleton (492337), left T1 leg nerve (493342), LINKED NEURON - elastic transformation of skeleton id 229149 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (664182), UPDATED FROM LINKED NEURON - 2020-08-15 11:51 PM (663953), tracing from electron microscopy (546593), T1 leg sensory neuron unclassified subtype (669895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00058244	adult sensory neuron	VFB_0010291l	neuron 229150 (FANC:664168)
519576	neuron 9203 - elastic transform - flipped	efferent neuron (511709), leaves through damage (492994), left T1 ventral nerve (493161), left T1 accessory nerve (493029), left T1 leg nerve (493342), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 9202 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519592), UPDATED FROM LINKED NEURON - 2020-06-27 07:18 PM (519594), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:11 PM (658202), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T1 leg DUM neuron (677186)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028ho	neuron 9203 - flipped (FANC:519576)
519083	neuron 9203 - elastic transform	efferent neuron (511709), leaves through damage (492994), left T1 ventral nerve (493161), left T1 accessory nerve (493029), left T1 leg nerve (493342), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 9202 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519100), UPDATED FROM LINKED NEURON - 2020-06-27 06:54 PM (519102), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:11 PM (658202), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T1 leg DUM neuron (677186)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h1	neuron 9203 (FANC:519083)
519473	neuron 73185 - elastic transform - flipped	efferent neuron (511709), left anterior dorsal mesothoracic nerve (498080), left T2 accessory nerve (492820), right anterior dorsal mesothoracic nerve (494595), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 73184 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519486), UPDATED FROM LINKED NEURON - 2020-06-27 07:17 PM (519471), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:20 PM (659001), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hi	neuron 73185 - flipped (FANC:519473)
519195	neuron 73185 - elastic transform	efferent neuron (511709), left anterior dorsal mesothoracic nerve (498080), left T2 accessory nerve (492820), right anterior dorsal mesothoracic nerve (494595), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 73184 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519207), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:20 PM (659001), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h4	neuron 73185 (FANC:519195)
519525	neuron 71278 - elastic transform - flipped	efferent neuron (511709), left anterior dorsal mesothoracic nerve (498080), right T2 accessory nerve (497345), left T2 accessory nerve (492820), right anterior dorsal mesothoracic nerve (494595), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 71277 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519539), UPDATED FROM LINKED NEURON - 2020-06-27 07:17 PM (519471), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:22 PM (659339), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hl	neuron 71278 - flipped (FANC:519525)
519244	neuron 71278 - elastic transform	efferent neuron (511709), left anterior dorsal mesothoracic nerve (498080), right T2 accessory nerve (497345), left T2 accessory nerve (492820), right anterior dorsal mesothoracic nerve (494595), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 71277 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519257), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:22 PM (659339), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h7	neuron 71278 (FANC:519244)
519489	neuron 72932 - elastic transform - flipped	efferent neuron (511709), left posterior dorsal mesothoracic nerve (494306), right posterior dorsal mesothoracic nerve (494518), neuron (497040), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 72931 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519504), UPDATED FROM LINKED NEURON - 2020-06-27 07:17 PM (519471), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:16 PM (658648), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hj	neuron 72932 - flipped (FANC:519489)
519210	neuron 72932 - elastic transform	efferent neuron (511709), left posterior dorsal mesothoracic nerve (494306), right posterior dorsal mesothoracic nerve (494518), neuron (497040), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 72931 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519224), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:16 PM (658648), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h5	neuron 72932 (FANC:519210)
519542	neuron 73169 - elastic transform - flipped	efferent neuron (511709), left posterior dorsal mesothoracic nerve (494306), right posterior dorsal mesothoracic nerve (494518), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 73168 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519554), UPDATED FROM LINKED NEURON - 2020-06-27 07:17 PM (519471), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:19 PM (658947), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hm	neuron 73169 - flipped (FANC:519542)
519260	neuron 73169 - elastic transform	efferent neuron (511709), left posterior dorsal mesothoracic nerve (494306), right posterior dorsal mesothoracic nerve (494518), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 73168 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519271), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:20 PM (659001), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h8	neuron 73169 (FANC:519260)
519596	neuron 9477 - elastic transform - flipped	efferent neuron (511709), left T1 dorsal nerve (492416), left T1 accessory nerve (493029), left T1 leg nerve (493342), skeleton (492337), leaves through damage (492994), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 9476 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519613), UPDATED FROM LINKED NEURON - 2020-06-27 07:18 PM (519594), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:16 PM (658648), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T1 leg DUM neuron (677186)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hp	neuron 9477 - flipped (FANC:519596)
519104	neuron 9477 - elastic transform	efferent neuron (511709), left T1 dorsal nerve (492416), left T1 accessory nerve (493029), left T1 leg nerve (493342), skeleton (492337), leaves through damage (492994), LINKED NEURON - elastic transformation of skeleton id 9476 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519122), UPDATED FROM LINKED NEURON - 2020-06-27 06:54 PM (519102), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:16 PM (658648), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T1 leg DUM neuron (677186)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h2	neuron 9477 (FANC:519104)
519557	neuron 71286 - elastic transform - flipped	efferent neuron (511709), right T2 accessory nerve (497345), left anterior dorsal mesothoracic nerve (498080), left T2 accessory nerve (492820), right anterior dorsal mesothoracic nerve (494595), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 71285 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519571), UPDATED FROM LINKED NEURON - 2020-06-27 07:17 PM (519471), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:23 PM (659394), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hn	neuron 71286 - flipped (FANC:519557)
519274	neuron 71286 - elastic transform	efferent neuron (511709), right T2 accessory nerve (497345), left anterior dorsal mesothoracic nerve (498080), left T2 accessory nerve (492820), right anterior dorsal mesothoracic nerve (494595), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 71285 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519287), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:23 PM (659394), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h9	neuron 71286 (FANC:519274)
519412	neuron 76863 - elastic transform - flipped	efferent neuron (511709), right T3 leg nerve (493572), left T3 leg nerve (492333), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 76862 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519426), UPDATED FROM LINKED NEURON - 2020-06-27 07:14 PM (519391), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:12 PM (658257), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T3 leg DUM neuron (677209)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hg	neuron 76863 - flipped (FANC:519412)
519350	neuron 76863 - elastic transform	efferent neuron (511709), right T3 leg nerve (493572), left T3 leg nerve (492333), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 76862 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519363), UPDATED FROM LINKED NEURON - 2020-06-27 07:11 PM (519330), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:12 PM (658257), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T3 leg DUM neuron (677209)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hd	neuron 76863 (FANC:519350)
519507	neuron 73129 - elastic transform - flipped	left dorsal-5 branch of T2 leg nerve (498050), efferent neuron (511709), right anterior dorsal mesothoracic nerve (494595), right T2 accessory nerve (497345), left T2 accessory nerve (492820), left anterior dorsal mesothoracic nerve (498080), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 73128 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519522), UPDATED FROM LINKED NEURON - 2020-06-27 07:17 PM (519471), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:19 PM (658947), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hk	neuron 73129 - flipped (FANC:519507)
519227	neuron 73129 - elastic transform	left dorsal-5 branch of T2 leg nerve (498050), efferent neuron (511709), right anterior dorsal mesothoracic nerve (494595), right T2 accessory nerve (497345), left T2 accessory nerve (492820), left anterior dorsal mesothoracic nerve (498080), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 73128 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519241), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:19 PM (658947), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), wing DUM neuron (677189)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h6	neuron 73129 (FANC:519227)
519617	neuron 9494 - elastic transform - flipped	neck DUM neuron (519296), efferent neuron (511709), right cervical nerve (492699), left cervical nerve (492398), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 9493 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519629), UPDATED FROM LINKED NEURON - 2020-06-27 07:18 PM (519594), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:17 PM (658710), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hq	neuron 9494 - flipped (FANC:519617)
519290	neuron 9494 - elastic transform	neck DUM neuron (519296), efferent neuron (511709), right cervical nerve (492699), left cervical nerve (492398), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 9493 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519302), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:17 PM (658710), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028ha	neuron 9494 (FANC:519290)
519439	neuron 70241 - elastic transform - flipped	right dorsal-5 branch of T2 leg nerve (498911), nerve deduced by homology (498820), right T2 accessory nerve (497345), left T2 accessory nerve (492820), left ventral-3 branch of T2 leg nerve (496426), left dorsal-3 branch of T2 leg nerve (500646), left dorsal-5 branch of T2 leg nerve (498050), efferent neuron (511709), right T2 leg nerve (493099), left T2 leg nerve (492843), skeleton (492337), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 70240 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519469), UPDATED FROM LINKED NEURON - 2020-06-27 07:17 PM (519471), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:03 PM (657600), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T2 leg DUM neuron (677204)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hh	neuron 70241 - flipped (FANC:519439)
519160	neuron 70241 - elastic transform	right dorsal-5 branch of T2 leg nerve (498911), nerve deduced by homology (498820), right T2 accessory nerve (497345), left T2 accessory nerve (492820), left ventral-3 branch of T2 leg nerve (496426), left dorsal-3 branch of T2 leg nerve (500646), left dorsal-5 branch of T2 leg nerve (498050), efferent neuron (511709), right T2 leg nerve (493099), left T2 leg nerve (492843), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 70240 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519191), UPDATED FROM LINKED NEURON - 2020-06-27 07:08 PM (519193), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:03 PM (657600), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T2 leg DUM neuron (677204)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028h3	neuron 70241 (FANC:519160)
519393	neuron 116675 - elastic transform - flipped	skeleton (492337), efferent neuron (511709), left haltere nerve (498121), right haltere nerve (494671), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 116674 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519409), UPDATED FROM LINKED NEURON - 2020-06-27 07:14 PM (519391), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:28 PM (659792), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), haltere DUM neuron (677207)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hf	neuron 116675 - flipped (FANC:519393)
519332	neuron 116675 - elastic transform	skeleton (492337), efferent neuron (511709), left haltere nerve (498121), right haltere nerve (494671), LINKED NEURON - elastic transformation of skeleton id 116674 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519347), UPDATED FROM LINKED NEURON - 2020-06-27 07:11 PM (519330), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:28 PM (659792), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), haltere DUM neuron (677207)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028hc	neuron 116675 (FANC:519332)
519370	neuron 107303 - elastic transform - flipped	skeleton (492337), left T3 leg nerve (492333), right T3 leg nerve (493572), right first abdominal nerve (497810), left first abdominal nerve (493082), efferent neuron (511709), left-right flipped (519387), LINKED NEURON - elastic transformation and flipped of skeleton id 107302 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (519389), UPDATED FROM LINKED NEURON - 2020-06-27 07:14 PM (519391), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:08 PM (657978), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), T3 leg DUM neuron (677209)	FBbt:00052750	adult VNC ventral unpaired median neuron	VFB_001028he	neuron 107303 - flipped (FANC:519370)
