skid	name	paper_id	paper_name	annotations	FBbt_id	FBbt_name
603733	muscle 94697	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94696 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723232)	FBbt:00003343	somatic muscle cell of prothoracic leg
603745	neuron 74219	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), split hair receptor (602739), hair plate (602306), sensory neuron (601744), TrHP5 (603233), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 74218 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723234)	FBbt:00052569	mechanosensory neuron of prothoracic trochanter hair plate TrHP5
603762	muscle 94703	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94702 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723236)	FBbt:00003343	somatic muscle cell of prothoracic leg
603774	neuron 125427	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103382 (603782), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 125426 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723238),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
603790	neuron 131571	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103322 (603186), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 131570 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723240),  (1688946), attaches to proximal branch of FeCO medial tendon (1688964), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
603805	neuron 82421	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), leaves volume (602875), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82420 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723242)	FBbt:00052593	prothoracic femoral bristle sensory neuron
603819	muscle 94709	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94708 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723244)	FBbt:00003343	somatic muscle cell of prothoracic leg
603831	neuron 88568	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Figure 3c (601843), Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), long tendon muscle 2 motor neuron (601905), main leg nerve (601848), femoral motor neuron (601901), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 88567 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723246)	FBbt:00052600	prothoracic femoral pretarsal depressor muscle motor neuron
603846	muscle 94715	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94714 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723248)	FBbt:00003343	somatic muscle cell of prothoracic leg
603858	neuron 82427	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), leaves volume (602875), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82426 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723250)	FBbt:00052593	prothoracic femoral bristle sensory neuron
603871	muscle 94719	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94718 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723252)	FBbt:00003343	somatic muscle cell of prothoracic leg
603883	neuron 125439	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103349 (603891), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 125438 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723254),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
603899	neuron 82433	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), main leg nerve (601848), FeCS11 (601811), sensory neuron (601744), femoral campaniform sensillum (601813), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82432 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723256)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
603919	neuron 82439	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), main leg nerve (601848), femoral campaniform sensillum (601813), FeCS11 (601811), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82438 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723258)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
603936	muscle 94727	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94726 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723260)	FBbt:00003343	somatic muscle cell of prothoracic leg
603948	neuron 125451	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103361 (603956), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 125450 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723262), attaches to FeCO lateral tendon (1688928),  (1688946), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
603964	neuron 82444	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82443 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723264)	FBbt:00052593	prothoracic femoral bristle sensory neuron
603976	muscle 94733	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94732 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723266)	FBbt:00003343	somatic muscle cell of prothoracic leg
603988	muscle 94739	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94738 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723268)	FBbt:00003343	somatic muscle cell of prothoracic leg
604000	neuron 117267	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Figure 3c (601843), Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), main leg nerve (601848), tibial motor neuron (604009), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 117266 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723270)	FBbt:00049568	leg muscle motor neuron
604016	LinB-Tr2 neuron 74261	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Extended Data Figure 3n (604024), Figure: Kuan, Phelps et al. 2020 Nat Neuro - Figure 3c (601843), Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), possible LinB-Tr2 (604028), main leg nerve (601848), trochanteral motor neuron (604031), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 74260 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723272)	FBbt:00052590	femoral depressor motor neuron Tr2
604038	neuron 82455	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), FeCS11 (601811), sensory neuron (601744), femoral campaniform sensillum (601813), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82454 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723274)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604053	muscle 94745	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94744 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723276)	FBbt:00003343	somatic muscle cell of prothoracic leg
604065	neuron 82460	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), FeCS11 (601811), femoral campaniform sensillum (601813), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82459 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723278)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604080	muscle 94751	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94750 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723280)	FBbt:00003343	somatic muscle cell of prothoracic leg
604092	neuron 82465	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), FeCS11 (601811), sensory neuron (601744), femoral campaniform sensillum (601813), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82464 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723282)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604106	neuron 82470	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), FeCS11 (601811), femoral campaniform sensillum (601813), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82469 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723285)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604121	muscle 94762	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94761 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723287)	FBbt:00003343	somatic muscle cell of prothoracic leg
604133	neuron 82475	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), FeCS11 (601811), femoral campaniform sensillum (601813), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82474 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723289)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604148	neuron 82480	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), FeCS11 (601811), femoral campaniform sensillum (601813), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82479 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723291)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604163	muscle 94768	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94767 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723293)	FBbt:00003343	somatic muscle cell of prothoracic leg
604175	neuron 82485	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), FeCS11 (601811), femoral campaniform sensillum (601813), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82484 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723295)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604190	neuron 125493	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103355 (604198), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 125492 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723297),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604206	muscle 94777	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), trochanter muscle 1 (603414), trochanteral muscle fiber (603336), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94776 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723299)	FBbt:00003343	somatic muscle cell of prothoracic leg
604218	neuron 82490	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral campaniform sensillum (601813), sensory neuron (601744), FeCS11 (601811), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82489 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723301)	FBbt:00052576	mechanosensory neuron of prothoracic femoral campaniform sensillum Sc11
604233	neuron 94788	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103104 (604241), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94787 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723303),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604249	neuron 74313	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Figure: Kuan, Phelps et al. 2020 Nat Neuro - Figure 3c (601843), Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), possible LinA-Fe1 (604264), R81A04-Gal4 (604266), long tendon muscle 2 motor neuron (601905), femoral motor neuron (601901), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 74312 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723305)	FBbt:00052600	prothoracic femoral pretarsal depressor muscle motor neuron
604275	neuron 94794	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103111 (604283), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94793 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723307),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604291	neuron 125515	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103388 (604299), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 125514 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723309),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604307	neuron 94800	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103111 (604283), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94799 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723311),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604322	neuron 94806	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103104 (604241), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94805 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723313),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604337	neuron 82529	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82528 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723315)	FBbt:00052593	prothoracic femoral bristle sensory neuron
604349	neuron 94817	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), femoral chordotonal neuron (601768), innervates scolopidium 103099 (604358), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94816 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723317),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604365	neuron 125538	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103516 (604373), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 125537 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723319),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604381	neuron 82535	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82534 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723321)	FBbt:00052593	prothoracic femoral bristle sensory neuron
604393	neuron 94823	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103099 (604358), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94822 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723323),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604408	neuron 82541	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82540 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723325)	FBbt:00052593	prothoracic femoral bristle sensory neuron
604420	neuron 94829	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103301 (604428), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94828 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723327),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604436	neuron 125549	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103404 (604444), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 125548 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723329),  (1688946), attaches to FeCO lateral tendon (1688928), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604452	neuron 82547	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82546 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723331)	FBbt:00052593	prothoracic femoral bristle sensory neuron
604464	neuron 94835	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103094 (604472), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94834 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723333),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
604480	scolopidium 103027	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), dually-innervated scolopidium (604486), femoral scolopidium (604488), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 103026 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723335),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:55 PM (1689708)	FBbt:00052585	femoral chordotonal organ scolopidium
604495	neuron 82553	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), femoral bristle (603810), sensory neuron (601744), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 82552 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723337)	FBbt:00052593	prothoracic femoral bristle sensory neuron
604507	neuron 94841	601729	Paper: Kuan, Phelps et al. 2020 Nat Neuro	Paper: Kuan, Phelps et al. 2020 Nat Neuro (601729), sensory neuron (601744), innervates scolopidium 103094 (604472), femoral chordotonal neuron (601768), UPDATED FROM LINKED NEURON - 2020-07-20 04:27 PM (601750), LINKED NEURON - copy of skeleton id 94840 in project id 30 on server https://radagast.hms.harvard.edu/catmaidvnc (723339),  (1688946), attaches to distal branch of FeCO medial tendon (1688939), UPDATED FROM LINKED NEURON - 2022-07-27 11:41 PM (1688950)	FBbt:00048052	mechanosensory neuron of prothoracic femoral chordotonal organ
