skid	name	paper_id	paper_name	annotations
511759	neuron 20855 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	campaniform sensillum (510360), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20854 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511769), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511772	neuron 16760 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg hook chordotonal neuron (510841), right T1 leg nerve (493118), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 16759 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511782), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511785	neuron 14713 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 14712 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511796), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511799	neuron 24953 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 24952 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511809), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), T1 leg chordotonal neuron unclassified subtype (670029), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511812	neuron 24957 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 anterior edge (511198), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 24956 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511822), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511825	neuron 14721 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left prosternal nerve (510925), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 14720 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511833), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511836	neuron 387 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 386 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511848), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511851	neuron 20867 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	possible stretch receptor (510694), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20866 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511861), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), T1 leg sensory neuron unclassified subtype (669895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511864	neuron 24964 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 24963 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511875), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511878	neuron 22918 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 22917 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511888), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511891	neuron 10641 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg claw chordotonal neuron (511116), T1 leg claw chordotonal neuron A bundle (511177), sensory neuron (492331), left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 10640 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511904), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511907	neuron 22932 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 22931 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511917), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511920	neuron 10646 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10645 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511932), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), T1 leg chordotonal neuron unclassified subtype (670029), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511935	neuron 20890 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20889 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511946), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511949	neuron 10651 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg claw chordotonal neuron (511116), T1 leg claw chordotonal neuron B bundle (511118), left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10650 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511961), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511964	neuron 24988 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), left T1 leg nerve (493342), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 24987 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511972), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), bristle (510313), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511975	neuron 10656 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg claw chordotonal neuron (511116), T1 leg claw chordotonal neuron A bundle (511177), left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10655 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511987), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
511990	neuron 419 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), left T1 leg nerve (493342), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 418 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (511998), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:05 PM (654488), bristle (510313), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512001	neuron 10661 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg hook chordotonal neuron (510841), left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10660 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512012), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512015	neuron 10666 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg hook chordotonal neuron (510841), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 10665 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512026), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512029	neuron 70059 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left anterior dorsal mesothoracic nerve (498080), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 70058 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512037), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512040	neuron 14767 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	chordotonal neuron (510846), T1 leg hook chordotonal neuron (510841), sensory neuron (492331), skeleton (492337), left T1 leg nerve (493342), LINKED NEURON - elastic transformation of skeleton id 14766 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512051), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512054	neuron 10673 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10672 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512065), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), T1 leg chordotonal neuron unclassified subtype (670029), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512068	neuron 20918 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	bCS (510417), campaniform sensillum (510360), bilateral (497326), intersegmental (492329), bCS figure (512084), skeleton (492337), sensory neuron (492331), left T1 leg nerve (493342), LINKED NEURON - elastic transformation of skeleton id 20917 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512089), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-10 01:49 AM (645920), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231), Neuron 103139 (677033), UPDATED FROM LINKED NEURON - 2020-08-24 10:58 PM (677014)
512092	neuron 25015 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 25014 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512103), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512106	neuron 16829 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (492331), hair plate (510500), left T1 leg nerve (493342), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 16828 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512116), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512119	neuron 20926 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	intersegmental (492329), left T1 leg nerve (493342), skeleton (492337), campaniform sensillum (510360), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20925 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512134), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512137	neuron 25022 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 25021 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512148), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512151	neuron 16833 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	skeleton (492337), left T1 leg nerve (493342), hair plate (510500), left T1 posterior edge (510316), left T1 anterior edge (511198), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 16832 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512163), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512166	neuron 452 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 451 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512176), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512179	neuron 22984 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 22983 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512189), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512192	neuron 20937 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), hair plate (510500), left T1 posterior edge (510316), left T1 anterior edge (511198), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20936 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512204), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:06 PM (654552), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512207	neuron 25033 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 25032 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512218), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512221	neuron 460 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 459 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512232), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512235	neuron 22990 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), enveloping (510424), LINKED NEURON - elastic transformation of skeleton id 22989 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512246), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), T1 leg sensory neuron unclassified subtype (669895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512249	neuron 16851 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	hair plate (510500), sensory neuron (492331), CoHP3 (512256), left T1 dorsal nerve (492416), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 16850 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512260), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512263	neuron 25043 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 25042 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512274), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512277	neuron 20950 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 posterior edge (510316), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20949 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512287), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512290	neuron 25047 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 25046 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512300), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512303	neuron 20957 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20956 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512315), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512318	neuron 23005 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 23004 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512328), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512331	neuron 25054 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 25053 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512342), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512345	neuron 78301 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	right posterior dorsal mesothoracic nerve (494518), sensory neuron (492331), skeleton (492337), LINKED NEURON - elastic transformation of skeleton id 78300 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512353), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512356	neuron 14821 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left prosternal nerve (510925), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 14820 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512364), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512367	neuron 20969 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), left T1 ventral edge (510332), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 20968 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512377), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512380	neuron 16874 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	CoHP3 (512256), hair plate (510500), left T1 dorsal nerve (492416), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 16873 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512390), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512393	neuron 23016 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (493342), skeleton (492337), bristle (510313), sensory neuron (492331), left T1 ventral edge (510332), LINKED NEURON - elastic transformation of skeleton id 23015 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512403), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512406	neuron 25064 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), sensory neuron (492331), chordotonal neuron (510846), LINKED NEURON - elastic transformation of skeleton id 25063 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512416), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
512419	neuron 12782 - elastic transform	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	T1 leg club chordotonal neuron (510910), left T1 leg nerve (493342), skeleton (492337), chordotonal neuron (510846), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 12781 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (512430), UPDATED FROM LINKED NEURON - 2020-06-26 11:32 PM (510304), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:07 PM (654611), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)
