skid	name	paper_id	paper_name	synonyms
4038808	A27k_a2l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
4113612	A27k_a2r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
4213417	A27k_a1l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
4542433	A18b_a1l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
4719759	A27l_a2l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
4727546	A18b_a1r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
4835694	A27h_a4l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
5308485	SEZ-DN1_left	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
5355175	A27l_a2r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10004243	A27k_a1r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10216846	A27h?_t3l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10219170	A27l_a1l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10223572	A27h_a1l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10223754	DN_mx (Descending neuron_mx)_r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10499711	A27l_a1r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10589761	A18b_a2l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10728328	MDNb_left; pair 2 left	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
10728333	MDNa_left; pair 1 left	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
11541264	ThDN right	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
12247555	ThDN left	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
13557064	MDNb_right; pair 1 right	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
15695112	A27h_a6l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
15696654	A27h_a6r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
15700463	A27h_a7r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
15756646	A27h_a7l	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
16002926	A18b_a2r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
17350421	SEZ-DN1_right	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
18464581	MDNa_right; pair 2 right	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
18628919	A27h_a5r	20522905	Carreira-Rosario, Arzan Zarin, Clark et al. 2018	
29	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC #0
677717	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC1
2506050	DAN-f1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4a right
2612527	Multiglomerular PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN iACT C2 left|mPN|MB2IN-151
2921933	V1: possible PVL005 - 3 Right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3234817	APL	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE12 right
3299214	MBON-j1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE2a right
3347708	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC2
3347834	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC3
3450751	Multiglomerular PN 5	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN BAmd1-g right|mPN|MB2ON-164
3486381	42a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	42a PN left
3497901	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC4
3522293	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC5
3565102	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC6 young
3587612	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC7
3605630	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC8 young
3664102	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Thermo KC B_right - mbi2 - unknown
3679411	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC9 young
3690921	Thermo PN 4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Lower Looping PN Right - AVM004 (BAla1/2)
3709977	Gustatory PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	backwards handlebar left (looks like 35a)
3712893	Multiglomerular PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN iACT bilateral LOWER left|mPN|mPN iACT bilateral LOWER
3756659	Thermo PN 5	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN Only Connects To Togethers Right|MB2IN-183
3813487	OAN-a2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Ladder (olfactory) post.
3819157	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
3819171	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
3886356	DAN-d1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4h left
3890028	MBIN-e2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE24a right
3991518	Thermo PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Handlebar PN (CB on left)
4022539	CN-62	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE20 right|MBON-m1
4108016	Thermo PN 7	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Upper Looping PN Left - AVM004
4117305	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC72
4119387	Multiglomerular PN 7	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN iACT A1 right|mPN|MB2ON-183
4134539	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
4152020	Multiglomerular PN 6	19711583	Eichler, Li, Litwin-Kumar et al. 2017	from upper looping PN - peptidergic right
4154421	Thermo PN 4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Lower Looping PN Left - AVM004
4195012	MBON-h1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE13a right
4227304	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC10
4227544	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC11
4229950	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Thermo KC A_Right - Mushroom Body  Left
4230061	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC12
4230739	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC13
4230749	MBON-h2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE13b right
4234009	MBON-b3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE33 right
4235139	MBIN-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	AVM011f right
4241192	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC14
4241237	MBON-d1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE6 right
4354933	85c PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	85c PN left
4381129	MBIN-l1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE19 left
4381377	DAN-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4f left
4391978	Multiglomerular PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN iACT C2 right|mPN|MB2IN-151
4393049	Gustatory PN 4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	non-olfactory PN right
4401350	MBON-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE15a left
4411505	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
4412036	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
4412315	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC2/24
4414163	DAN-j1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE1d left
4414184	DAN-j1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE1d right
4414426	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC15
4415241	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC16
4444354	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC17
4493199	13a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	13a PN left
4518546	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
4598109	MBON-f1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE34 right
4598363	MBON-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE15a right
4620453	AVL011 PN Right 2?	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4635057	Thermo PN 6	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PVL005 - 2 Left
4651929	94a&94b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	94a & 94b PN right
4876704	Unknown PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN in Olfactory Bundle 1 right
4884579	DAN-k1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE1b right
4919895	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC18 young
4982172	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC19
4985759	Thermo PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	AVL011 PN Left
5019924	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC20
5051342	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC21
5395823	MBON-g2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE15b left
5835799	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC22
5835815	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC23
5836035	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC24
5836163	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC25
5836181	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC26
5836197	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC27
5836206	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC28
5836387	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC29
5937084	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC65;_42a left
5966099	DAN-d1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4h right
6611894	DAN-i1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE1c right
6699205	MBON-d2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE30 right
6702830	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
6703240	MBON-n1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE23 right
6704232	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC54
7020344	Gustatory PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	handlebar-like 4 right
7055857	MBON-d1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE6 left
7057894	DAN-i1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE1c left
7092086	Unknown PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN in Olfactory Bundle 1 left
7092417	47a&33b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	47a & 33b PN left
7107433	45b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	45b PN left
7187384	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Thermo KC B_left - mbi2 - unknown
7196392	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC31
7198338	24a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	24a PN left
7215582	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC103 very young
7515491	49a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	49a PN left
7555968	Vision PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	nc1;right
7616956	OAN-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE9a right
7690945	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC33
7786053	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC34
7802210	MBON-i1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE5a left
7828725	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC35
7829784	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC36
7838405	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC37
7840203	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC38
7840791	MBON-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE9b right
7843730	74a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	74a PN left
7845346	63a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	63a PN left
7851153	82a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	82a PN left
7852250	45a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	45a PN left
7864823	59a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	59a PN left
7865652	22c PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	22c PN left
7865696	1a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	1a PN left
7865767	83a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	83a PN left
7868195	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC39
7873135	42b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	42b PN left
7891312	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC40
7897469	MBON-q1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE2as right
7901791	DAN-f1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4a left
7910624	MBON-q1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE2as left
7916593	30a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	30a PN left
7934904	35a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	35a PN bilateral left
7935088	35a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	35a PN bilateral right
7971031	Thermo PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PVL005 1 right
7983899	OAN-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE9a left
8012953	Unknown PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN in Olfactory Bundle 2 left
8021456	33a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	33a PN left
8066411	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC41 young
8066542	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC42
8068173	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	LON KC right
8094859	MBON-b1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE11a right
8111135	Vision PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	nc1;left
8118474	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Thermo KC A_Left   -   Mushroom Body  Right
8140109	74a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	74a PN right
8177991	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8243455	83a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	83a PN right
8244723	42a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	42a PN right
8244823	13a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	13a PN right
8245014	59a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	59a PN right
8245146	82a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	82a PN right
8245513	63a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	63a PN right
8245692	42b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	42b PN right
8245869	24a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	24a PN right
8246081	67b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	67b PN right
8246750	47a&33b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	47a & 33b PN right
8247315	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC104 very young
8247451	45a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	45a PN right
8248631	22c PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	22c PN right
8248706	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8252067	1a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	1a PN right
8253413	45b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	45b PN right
8254894	Unknown PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN in Olfactory Bundle 2 right
8256186	30a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	30a PN right
8259179	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC43 very young
8259192	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC44 young
8259199	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC45 very young
8260011	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC46 young
8260935	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC47 very young
8262302	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC21
8262372	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	LON KC left
8262503	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8263140	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8263285	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8274902	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC48
8297018	MBON-e2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE16 right
8318678	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no claws
8319311	MBIN-b1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE10a right
8338584	MBON-h1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE13a left
8393981	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8399890	94a&94b PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	94a & 94b PN left
8413663	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC49
8419602	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC50
8427677	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC51
8504660	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC52
8509987	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC53
8513389	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8559607	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC54
8689674	MBIN-b1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE10a left
8723397	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC55 young
8761400	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC56 young
8764750	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC57 very young
8765865	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC58 very young
8766921	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC59 young
8773165	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC60 very young
8773716	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC61 very young
8773879	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC62 young
8792120	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC63 young
8798010	MBON-h2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE13b left
8835968	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC64
8850802	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC65;_42a right
8864096	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8865199	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
8877158	MBON-a1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE7a left
8891315	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC66
8922644	MBON-e2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE16 left
8924186	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC67
8957325	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC68 young
8978117	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC69 young
8980589	CN-59	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE18 right|MBON-c1
8997281	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC70
9012340	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC71 young
9074101	MBON-d3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE35 right
9109799	MBON-d3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE35 left
9275210	Thermo PN 6	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PVL005 - 2 Right (V1); BLVa34 a 11
9291474	Thermo PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	AVL011 PN Right
9469519	MBON-b2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE11b right
9511772	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC74 young
9517477	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC75 young
9525492	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC76
9531722	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC77
9556700	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC78
9574259	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC79 young
9578602	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC80 young
9606354	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC81 very young
9609048	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC82
9707941	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC83
9730873	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC84
9741463	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC85 young
9747418	PPLV - 2 Left (maybe PVL014c)	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9747710	Thermo PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Handlebar PN (CB on Right)
9766793	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC86
9769559	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC87 very young
9770016	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC88 very young
9782026	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC89 young
9796812	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC90
9809626	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC91
9813188	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC92
9847388	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC93
9889095	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC94
9897223	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC95
9983191	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
10056280	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC96
10160250	Multiglomerular PN 5	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN BAmd1-g left|mPN|MB2ON-164
10163418	MBON-a1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE7a right
10169396	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC97
10246566	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC98 young
10259967	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC99
10450307	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC young
10455234	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC young no claws
10673895	DAN-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4f right
11017761	CN-61	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE26 left|MBON-p1
11067379	Gustatory PN 4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	non-olfactory PN left
11279244	49a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	49a PN right
11333054	Gustatory PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Gustatory PN left
11524047	MBON-g2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE15b right
11525714	OAN-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE22 left
11543212	Multiglomerular PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN iACT bilateral LOWER right|mPN|mPN iACT bilateral LOWER
11691603	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC17
11691640	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no claws
11725127	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC12
11725803	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC42
11785627	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
11813287	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC100
12156009	Gustatory PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	handlebar-like 4 (no soma) left 
12217572	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
12475432	MBIN-e2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE24a left
12726582	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC16
12805363	OAN-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE22 right
12871993	DAN-k1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE1b left
12948470	Thermo PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PVL005 1 left
13589251	33a PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	33a PN right
13789482	Gustatory PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	backwards handlebar right
14082322	MBON-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE9b left
14255342	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no claws
14319960	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
14460113	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
14519048	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
14522124	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
14541927	MBIN-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	AVM011f left
14547259	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC32
14604028	85c PN	19711583	Eichler, Li, Litwin-Kumar et al. 2017	85c PN right
14898295	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC no pair
14898816	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC13
14981210	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC very young - DPLc s Left
15253921	MBON-f1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE34 left
15398730	MBON-n1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE23 left
15404207	MBIN-l1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE19 right
15421363	MBON-j1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE2a left
